#feature,bac3,bac4,bac1,bac2,bac5,bac6,vir1,vir4,vir2,vir3,vir5,vri6
ENST00000295694.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000295702.9,47.0,23.0,27.17,35.42,20.5,27.0,24.5,11.0,11.0,7.0,29.33,5.0
ENST00000295706.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000295809.11,5.0,1.5,0.0,5.39,5.33,0.0,3.23,0.0,2.03,0.0,4.76,3.35
ENST00000296214.10,6.5,3.5,2.5,4.5,2.5,1.0,1.0,2.25,2.0,0.0,0.0,0.0
ENST00000296215.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
ENST00000296380.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000296388.10,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENST00000302035.11,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ENST00000302101.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000302271.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000302291.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000302550.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000302631.8,6.0,2.0,1.83,3.0,0.0,3.0,5.0,1.5,1.0,0.0,3.0,1.0
ENST00000302692.7,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
ENST00000303343.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000303469.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000303569.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000303721.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENST00000304457.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000304685.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000304786.12,21.67,11.5,3.67,11.67,7.67,9.67,10.67,6.5,6.33,1.33,7.0,4.33
ENST00000304952.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENST00000304979.8,3.0,2.0,0.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0
ENST00000305352.7,12.75,0.0,10.75,8.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000305943.8,20.5,3.0,7.5,5.5,2.5,4.5,3.0,3.5,15.0,1.5,3.0,3.5
ENST00000306031.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000306052.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000306562.8,5.0,2.0,5.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0
ENST00000306601.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENST00000306666.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000307089.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000307714.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000308271.14,1.33,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000308647.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000308733.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000308769.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000308873.11,0.0,2.5,0.0,3.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5
ENST00000308942.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000308987.6,6.0,3.33,1.0,1.33,0.0,1.0,4.0,0.0,3.0,1.0,1.0,1.0
ENST00000309017.7,0.0,2.5,0.0,2.83,0.0,0.0,1.83,0.0,0.0,0.0,2.0,0.0
ENST00000309048.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000309519.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000309758.6,13.0,0.0,5.0,3.0,13.0,5.0,8.0,3.0,5.0,0.0,38.0,5.0
ENST00000309777.11,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
ENST00000309851.10,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ENST00000310055.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000310256.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.33,1.0,1.0,1.0,1.0
ENST00000310392.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000310483.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000310611.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000310833.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000310955.11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENST00000310961.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000311066.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000311223.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000311573.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000311672.10,29.75,11.0,5.0,24.0,14.25,14.0,9.25,11.25,14.0,1.0,14.25,4.0
ENST00000311772.10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000312210.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0
ENST00000312239.10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000312263.10,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0
ENST00000312413.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000312553.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000312726.8,15.92,1.25,27.37,1.65,8.45,8.1,6.3,7.25,92.57,6.1,10.3,3.9
ENST00000312970.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000313146.10,0.0,0.0,0.0,1.83,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000313334.13,6.0,2.0,2.0,2.5,3.0,1.0,0.0,2.0,3.0,0.0,5.0,1.0
ENST00000313695.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000313835.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000313961.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000314011.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000314163.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000314174.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000314340.10,37.67,7.0,47.33,43.83,29.08,3.33,17.33,8.0,7.0,1.33,28.33,15.08
ENST00000314485.12,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
ENST00000314607.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000314675.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000314754.12,0.0,1.2,6.48,3.67,2.0,1.67,2.58,0.0,3.33,0.0,4.78,4.33
ENST00000314835.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENST00000315091.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000315144.14,1.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENST00000315554.13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
ENST00000315713.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENST00000315732.3,20.0,8.0,15.0,15.0,10.0,5.0,10.0,1.0,4.0,0.0,13.0,2.0
ENST00000315781.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000315901.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000315913.9,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000315927.8,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.5,8.5,0.0,0.0,0.0
ENST00000316156.8,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000316721.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0
ENST00000316891.10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENST00000317868.9,0.0,0.0,0.0,1.5,1.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
ENST00000318074.9,4.0,1.0,1.33,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000318121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000318130.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENST00000318967.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000319041.6,4.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000319223.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENST00000319248.13,21.33,12.5,6.0,26.67,21.0,8.5,6.0,9.33,11.0,4.5,38.17,6.83
ENST00000319394.8,6.67,1.0,5.0,0.0,4.17,1.33,1.83,0.0,8.83,1.33,1.83,2.17
ENST00000319769.10,6.67,0.0,0.0,0.0,1.67,2.0,2.67,4.33,10.58,0.0,1.25,1.0
ENST00000319928.7,1.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0
ENST00000319942.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.33,0.0
ENST00000320307.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000321265.10,13.0,3.0,1.0,7.0,5.0,3.0,2.0,4.0,4.0,0.0,7.0,1.0
ENST00000321358.12,101.5,34.5,55.0,59.5,37.5,34.0,47.5,27.5,110.0,15.0,72.5,17.0
ENST00000321418.6,6.0,0.0,0.0,4.0,2.0,5.0,4.0,2.0,0.0,0.0,2.0,0.0
ENST00000321556.5,14.17,2.0,14.5,7.67,5.0,1.0,1.83,0.0,35.33,3.0,4.33,3.83
ENST00000321751.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000321792.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000321935.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000322067.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000322209.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
ENST00000322753.7,21.5,11.0,4.0,11.25,4.0,8.37,13.95,5.0,11.0,0.0,13.25,4.0
ENST00000322875.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000322918.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000323275.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000323699.9,12.0,8.0,4.0,5.0,5.0,2.0,7.0,3.0,2.0,0.0,5.0,5.0
ENST00000323770.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000323848.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000323938.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000324379.10,0.0,0.0,0.0,2.0,1.0,0.0,1.25,1.0,0.0,0.0,3.0,1.0
ENST00000324856.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000324862.7,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ENST00000324978.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENST00000325589.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000325722.8,4.0,1.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0
ENST00000326197.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000326225.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000326245.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENST00000326729.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000326735.13,0.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENST00000326837.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000326956.11,5.5,1.5,1.0,2.0,0.0,0.0,0.0,2.5,5.2,0.0,0.0,0.0
ENST00000327044.7,0.0,1.0,0.0,2.0,2.5,2.0,1.0,0.0,0.0,0.0,1.0,1.0
ENST00000327247.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
ENST00000327300.12,24.0,5.0,8.0,13.5,7.5,3.5,9.0,4.5,3.0,0.0,5.5,1.5
ENST00000327331.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000327535.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000327582.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000328089.11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENST00000328159.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000328205.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000328249.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000328299.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000328664.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000328703.12,10.15,3.0,1.7,9.0,5.0,1.2,8.0,1.0,3.0,1.0,5.2,4.0
ENST00000328928.11,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000329291.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000329421.8,27.0,6.0,1.0,8.0,0.0,8.0,6.0,8.0,8.0,0.0,6.0,2.0
ENST00000329608.11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
ENST00000329654.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000329800.7,1.83,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0
ENST00000330010.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000330072.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000330188.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21
ENST00000330208.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000330263.5,7.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENST00000330675.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000330947.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000331128.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000331314.11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
ENST00000331380.4,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
ENST00000331593.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000331835.10,23.58,5.83,15.0,15.75,19.42,10.58,13.0,6.67,12.0,0.0,19.33,6.5
ENST00000331872.11,22.37,2.0,11.07,6.4,21.4,3.6,9.07,4.4,44.37,2.4,12.8,6.4
ENST00000331941.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000332127.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000332129.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000332220.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000333070.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
ENST00000333868.10,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENST00000334163.4,3.5,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0
ENST00000334232.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000334351.8,9.5,5.5,4.0,5.0,6.5,8.5,8.83,6.5,7.5,2.5,5.5,3.5
ENST00000334634.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000334785.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000334815.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000335430.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000335514.10,16.5,14.0,0.0,12.0,4.5,12.0,5.0,4.0,4.0,2.0,10.0,3.0
ENST00000336119.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000336184.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000336230.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000336294.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENST00000336300.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000336454.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000336520.8,5.06,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0
ENST00000336715.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000336798.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000336890.10,16.02,11.07,1.5,5.53,5.45,7.83,10.65,5.3,2.7,2.7,6.4,4.43
ENST00000337132.10,15.17,2.5,13.0,5.83,5.33,4.33,7.83,0.0,9.33,1.33,13.33,5.0
ENST00000337248.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000337338.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000337393.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000337817.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000337907.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000338179.6,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000338272.9,6.5,0.0,4.0,0.0,6.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0
ENST00000338338.9,8.0,4.25,2.0,4.75,1.5,1.75,5.25,1.0,0.0,0.0,5.75,3.0
ENST00000338366.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENST00000338370.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000338591.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000338639.10,29.58,4.42,5.33,15.92,12.08,7.17,8.17,8.83,0.0,2.5,5.17,5.0
ENST00000338684.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000338888.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000338895.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000338920.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000339083.12,11.08,0.0,1.33,4.17,1.58,0.0,0.0,1.83,0.0,0.0,2.92,0.0
ENST00000339145.8,0.0,1.33,0.0,0.0,0.0,0.0,14.5,0.0,34.0,0.0,0.0,12.33
ENST00000339255.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000339350.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000339394.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000339438.10,19.55,9.32,4.84,16.22,3.9,9.19,7.15,3.87,3.38,0.0,7.56,3.59
ENST00000339526.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000339950.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340006.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340020.11,5.5,2.0,0.0,5.0,7.5,3.5,6.5,1.5,14.5,0.0,0.0,3.5
ENST00000340281.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340305.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340381.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340385.6,52.0,3.5,165.5,21.0,21.5,10.5,21.5,10.5,37.0,6.0,34.0,9.0
ENST00000340450.7,33.75,6.92,28.83,24.08,17.08,9.0,10.2,5.17,9.67,1.83,15.67,7.42
ENST00000340480.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340535.11,0.0,0.0,0.0,1.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340677.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340866.10,1.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENST00000340934.10,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340979.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000340990.10,49.5,9.5,145.5,16.5,42.5,24.5,33.0,28.0,383.67,44.0,45.83,32.33
ENST00000341065.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341154.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341183.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341209.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341298.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341372.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341426.9,7.42,0.0,0.0,5.64,0.0,0.0,3.25,0.0,0.0,0.0,0.0,1.0
ENST00000341485.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341491.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENST00000341517.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
